customer_id,join_date,loyalty_tier,age,gender,city,email
971,2024-03-01,Silver,25,F,Bregenz,user971@example.com
972,2023-11-06,Gold,20,M,Linz,user972@example.com
973,2025-05-16,Silver,31,F,Villach,user973@example.com
974,2025-07-17,None,30,Other,Vienna,user974@example.com
975,2024-04-29,None,62,F,Villach,user975@example.com
976,2024-07-15,None,49,M,Innsbruck,user976@example.com
977,2024-01-01,Silver,51,F,Linz,user977@example.com
978,2025-08-13,None,62,F,Salzburg,user978@example.com
979,2024-04-30,Silver,36,F,Bregenz,user979@example.com
980,2024-09-15,Silver,55,M,Bregenz,user980@example.com
981,2023-12-01,None,33,M,Innsbruck,user981@example.com
982,2025-07-01,Gold,19,M,Villach,user982@example.com
983,2023-12-29,None,57,F,Villach,user983@example.com
984,2024-08-18,None,34,M,Bregenz,user984@example.com
985,2025-01-23,Silver,72,M,Linz,user985@example.com
986,2025-03-17,Silver,51,M,Innsbruck,user986@example.com
987,2025-08-13,Silver,59,F,Graz,user987@example.com
988,2024-07-23,Silver,33,M,Klagenfurt,user988@example.com
989,2025-03-17,None,55,M,Linz,user989@example.com
990,2024-01-12,Gold,19,F,Klagenfurt,user990@example.com
991,2024-07-20,Gold,19,M,Graz,user991@example.com
992,2023-12-02,Silver,43,M,Graz,user992@example.com
993,2024-09-13,None,30,F,Klagenfurt,user993@example.com
994,2024-07-15,Silver,73,F,Linz,user994@example.com
995,2025-08-17,None,64,F,Klagenfurt,user995@example.com
996,2023-10-14,None,48,M,Klagenfurt,user996@example.com
997,2024-06-18,Gold,51,M,Vienna,user997@example.com
998,2024-08-10,None,56,F,Linz,user998@example.com
999,2025-08-16,Platinum,20,M,Villach,user999@example.com
1000,2025-06-08,Silver,25,M,Villach,user1000@example.com
1001,2023-12-02,None,40,F,Vienna,user1001@example.com
1002,2025-02-03,Silver,31,M,Innsbruck,user1002@example.com
1003,2024-10-23,Gold,73,Other,Bregenz,user1003@example.com
1004,2025-09-05,Silver,72,M,Villach,user1004@example.com
1005,2024-06-09,Gold,44,M,Klagenfurt,user1005@example.com
1006,2024-07-08,Silver,71,Other,Innsbruck,user1006@example.com
1007,2024-02-06,Silver,46,M,Villach,user1007@example.com
1008,2023-12-19,Gold,56,F,Linz,user1008@example.com
1009,2025-06-02,None,70,M,Klagenfurt,user1009@example.com
1010,2024-08-18,Silver,56,M,Bregenz,user1010@example.com
1011,2025-01-18,None,18,M,Innsbruck,user1011@example.com
1012,2025-01-02,Platinum,34,F,Villach,user1012@example.com
1013,2024-12-01,Gold,58,M,Villach,user1013@example.com
1014,2023-10-06,None,47,F,Salzburg,user1014@example.com
1015,2025-04-18,Silver,70,M,Villach,user1015@example.com
1016,2024-03-17,Gold,30,F,Graz,user1016@example.com
1017,2023-12-22,None,38,F,Klagenfurt,user1017@example.com
1018,2024-11-07,Silver,36,F,Bregenz,user1018@example.com
1019,2023-11-10,Gold,70,F,Graz,user1019@example.com
1020,2025-04-03,None,36,M,Vienna,user1020@example.com
1021,2024-02-19,Silver,74,M,Innsbruck,user1021@example.com
1022,2024-02-26,None,42,M,Villach,user1022@example.com
1023,2025-06-18,Gold,39,F,Vienna,user1023@example.com
1024,2024-05-18,Platinum,48,F,Bregenz,user1024@example.com
1025,2024-01-07,Gold,34,M,Klagenfurt,user1025@example.com
1026,2025-07-11,Silver,72,M,Graz,user1026@example.com
1027,2023-09-23,Gold,40,F,Graz,user1027@example.com
1028,2025-06-10,Gold,49,F,Innsbruck,user1028@example.com
1029,2024-01-04,None,27,F,Klagenfurt,user1029@example.com
1030,2023-12-25,Gold,27,M,Villach,user1030@example.com
1031,2024-03-22,None,53,M,Salzburg,user1031@example.com
1032,2024-01-26,Silver,25,F,Salzburg,user1032@example.com
1033,2025-01-16,None,71,F,Innsbruck,user1033@example.com
1034,2023-10-09,None,69,M,Klagenfurt,user1034@example.com
1035,2023-10-01,None,37,F,Innsbruck,user1035@example.com
1036,2025-04-21,Silver,49,F,Klagenfurt,user1036@example.com
1037,2024-03-13,None,67,M,Bregenz,user1037@example.com
1038,2024-05-15,Silver,31,F,Bregenz,user1038@example.com
1039,2024-01-26,None,67,F,Vienna,user1039@example.com
1040,2023-10-29,None,45,M,Villach,user1040@example.com
1041,2025-03-16,Silver,63,M,Innsbruck,user1041@example.com
1042,2024-10-10,Gold,69,M,Villach,user1042@example.com
1043,2025-03-19,None,70,M,Klagenfurt,user1043@example.com
1044,2024-09-03,Silver,41,M,Salzburg,user1044@example.com
1045,2025-04-12,Gold,32,M,Villach,user1045@example.com
1046,2024-09-30,Silver,39,F,Klagenfurt,user1046@example.com
1047,2023-12-09,None,47,M,Bregenz,user1047@example.com
1048,2024-09-23,None,21,M,Klagenfurt,user1048@example.com
1049,2025-08-13,Gold,30,F,Innsbruck,user1049@example.com
1050,2023-10-22,None,40,F,Vienna,user1050@example.com
1051,2025-04-16,Gold,25,F,Vienna,user1051@example.com
1052,2025-06-16,Silver,35,F,Vienna,user1052@example.com
1053,2024-10-06,Gold,29,F,Vienna,user1053@example.com
1054,2024-08-21,Gold,72,M,Bregenz,user1054@example.com
1055,2025-08-26,Platinum,48,M,Linz,user1055@example.com
1056,2023-11-04,None,31,F,Villach,user1056@example.com
1057,2024-09-05,Gold,51,F,Innsbruck,user1057@example.com
1058,2024-07-10,Silver,35,F,Graz,user1058@example.com
1059,2025-02-04,Silver,73,M,Innsbruck,user1059@example.com
1060,2024-09-13,Silver,51,F,Linz,user1060@example.com
1061,2025-07-17,Gold,28,F,Vienna,user1061@example.com
1062,2023-11-13,Platinum,58,F,Linz,user1062@example.com
1063,2023-11-19,Gold,29,F,Salzburg,user1063@example.com
1064,2024-12-09,Silver,66,F,Salzburg,user1064@example.com
1065,2023-11-08,Silver,32,M,Villach,user1065@example.com
1066,2024-04-09,Silver,74,M,Bregenz,user1066@example.com
1067,2024-12-27,None,48,M,Innsbruck,user1067@example.com
1068,2024-10-26,None,66,F,Innsbruck,user1068@example.com
1069,2024-05-16,None,46,M,Graz,user1069@example.com
1070,2025-09-18,None,43,M,Bregenz,user1070@example.com
1071,2024-10-13,None,35,F,Graz,user1071@example.com
1072,2024-08-18,None,49,M,Salzburg,user1072@example.com
1073,2024-12-07,None,39,F,Vienna,user1073@example.com
1074,2023-12-02,None,55,M,Linz,user1074@example.com
1075,2025-02-15,Platinum,34,F,Graz,user1075@example.com
1076,2025-06-06,Silver,40,Other,Klagenfurt,user1076@example.com
1077,2025-01-09,None,41,F,Graz,user1077@example.com
1078,2025-04-05,Silver,67,M,Vienna,user1078@example.com
1079,2025-03-01,None,25,M,Vienna,user1079@example.com
1080,2024-02-25,Gold,58,M,Innsbruck,user1080@example.com
1081,2024-08-16,Gold,23,F,Linz,user1081@example.com
1082,2024-03-06,None,22,F,Vienna,user1082@example.com
1083,2024-05-26,Silver,61,M,Bregenz,user1083@example.com
1084,2024-08-17,Gold,74,F,Graz,user1084@example.com
1085,2024-07-21,Gold,46,F,Graz,user1085@example.com
1086,2023-11-29,Silver,45,M,Salzburg,user1086@example.com
1087,2024-07-29,Silver,28,M,Vienna,user1087@example.com
1088,2025-01-19,None,74,F,Klagenfurt,user1088@example.com
1089,2024-06-20,Platinum,18,F,Innsbruck,user1089@example.com
1090,2024-01-10,None,60,F,Linz,user1090@example.com
1091,2025-07-27,Gold,36,M,Klagenfurt,user1091@example.com
1092,2023-11-09,Silver,26,M,Innsbruck,user1092@example.com
1093,2025-05-21,Silver,44,M,Graz,user1093@example.com
1094,2023-11-28,Silver,51,M,Klagenfurt,user1094@example.com
1095,2023-11-30,None,61,F,Innsbruck,user1095@example.com
1096,2025-03-14,None,21,F,Graz,user1096@example.com
1097,2025-05-07,None,53,F,Graz,user1097@example.com
1098,2024-11-01,None,35,F,Graz,user1098@example.com
1099,2024-11-23,Gold,32,M,Graz,user1099@example.com
1100,2024-11-05,None,68,M,Bregenz,user1100@example.com
1101,2024-05-19,None,30,F,Graz,user1101@example.com
1102,2023-12-19,Platinum,36,F,Salzburg,user1102@example.com
1103,2024-06-05,Gold,66,M,Klagenfurt,user1103@example.com
1104,2025-01-20,Gold,23,M,Innsbruck,user1104@example.com
1105,2025-03-23,Platinum,65,F,Salzburg,user1105@example.com
1106,2025-06-17,None,73,M,Bregenz,user1106@example.com
1107,2025-03-01,None,29,M,Villach,user1107@example.com
1108,2025-08-29,Gold,68,F,Villach,user1108@example.com
1109,2024-12-03,Silver,54,M,Salzburg,user1109@example.com
1110,2024-06-04,None,34,F,Vienna,user1110@example.com
1111,2024-11-17,Gold,40,M,Vienna,user1111@example.com
1112,2024-02-23,None,43,Other,Vienna,user1112@example.com
1113,2025-01-13,None,46,M,Linz,user1113@example.com
1114,2024-03-03,Silver,50,M,Vienna,user1114@example.com
1115,2023-12-09,Silver,44,F,Innsbruck,user1115@example.com
1116,2025-05-31,Silver,42,M,Salzburg,user1116@example.com
1117,2024-06-16,None,73,M,Innsbruck,user1117@example.com
1118,2025-04-01,Gold,72,M,Klagenfurt,user1118@example.com
1119,2024-11-14,None,27,M,Vienna,user1119@example.com
1120,2025-05-03,None,64,M,Bregenz,user1120@example.com
1121,2025-05-31,Gold,40,M,Linz,user1121@example.com
1122,2025-09-03,Platinum,38,F,Klagenfurt,user1122@example.com
1123,2025-05-12,Gold,38,M,Bregenz,user1123@example.com
1124,2024-12-13,Gold,60,M,Linz,user1124@example.com
1125,2025-01-03,Silver,30,M,Villach,user1125@example.com
1126,2023-10-10,Silver,54,M,Klagenfurt,user1126@example.com
1127,2025-08-01,None,50,F,Villach,user1127@example.com
1128,2025-05-20,Silver,41,F,Salzburg,user1128@example.com
1129,2024-04-03,None,61,M,Innsbruck,user1129@example.com
1130,2024-01-31,None,28,M,Graz,user1130@example.com
1131,2025-02-16,Silver,34,F,Innsbruck,user1131@example.com
1132,2024-05-04,Silver,21,M,Vienna,user1132@example.com
1133,2024-05-26,None,64,F,Villach,user1133@example.com
1134,2023-09-25,None,42,M,Bregenz,user1134@example.com
1135,2025-06-18,Silver,47,F,Graz,user1135@example.com
1136,2024-11-08,None,26,F,Linz,user1136@example.com
1137,2024-07-10,Gold,38,F,Villach,user1137@example.com
1138,2024-01-02,Silver,37,F,Salzburg,user1138@example.com
1139,2024-12-27,Silver,36,F,Salzburg,user1139@example.com
1140,2023-10-13,Silver,36,F,Villach,user1140@example.com
1141,2025-03-20,Gold,29,F,Villach,user1141@example.com
1142,2024-02-25,None,54,M,Villach,user1142@example.com
1143,2024-07-24,Silver,59,M,Linz,user1143@example.com
1144,2024-05-27,Silver,34,F,Vienna,user1144@example.com
1145,2024-06-17,None,54,M,Linz,user1145@example.com
1146,2025-03-02,Gold,71,F,Klagenfurt,user1146@example.com
1147,2025-04-11,Gold,65,M,Bregenz,user1147@example.com
1148,2024-11-09,Silver,56,M,Villach,user1148@example.com
1149,2023-11-22,Gold,45,F,Bregenz,user1149@example.com
1150,2023-10-29,Gold,58,F,Vienna,user1150@example.com
1151,2024-01-14,Silver,52,F,Graz,user1151@example.com
1152,2024-12-16,Gold,64,F,Linz,user1152@example.com
1153,2025-01-26,Silver,65,M,Vienna,user1153@example.com
1154,2024-04-07,Silver,35,F,Bregenz,user1154@example.com
1155,2025-01-17,Silver,31,F,Graz,user1155@example.com
1156,2024-09-10,Gold,52,F,Linz,user1156@example.com
1157,2024-08-09,None,61,F,Salzburg,user1157@example.com
1158,2024-04-07,Gold,58,M,Linz,user1158@example.com
1159,2025-03-26,Gold,24,F,Innsbruck,user1159@example.com
1160,2023-12-13,None,58,M,Linz,user1160@example.com
1161,2024-07-31,Gold,30,F,Innsbruck,user1161@example.com
1162,2024-04-15,None,35,F,Graz,user1162@example.com
1163,2025-01-29,None,54,M,Linz,user1163@example.com
1164,2024-09-11,Silver,30,F,Graz,user1164@example.com
1165,2025-01-21,None,53,M,Graz,user1165@example.com
1166,2023-10-24,Gold,48,M,Bregenz,user1166@example.com
1167,2024-07-06,Gold,19,F,Vienna,user1167@example.com
1168,2024-12-02,Silver,33,F,Graz,user1168@example.com
1169,2023-09-26,None,26,F,Graz,user1169@example.com
1170,2024-04-28,None,26,F,Bregenz,user1170@example.com
1171,2024-02-22,Silver,55,F,Bregenz,user1171@example.com
1172,2023-12-30,Platinum,28,F,Linz,user1172@example.com
1173,2024-03-26,Silver,71,F,Bregenz,user1173@example.com
1174,2024-05-18,None,73,M,Linz,user1174@example.com
1175,2023-09-26,Silver,39,M,Salzburg,user1175@example.com
1176,2025-03-20,Silver,50,M,Bregenz,user1176@example.com
1177,2024-01-27,Gold,53,F,Vienna,user1177@example.com
1178,2024-06-25,None,62,F,Graz,user1178@example.com
1179,2025-02-17,Gold,40,M,Vienna,user1179@example.com
1180,2024-09-21,Silver,62,M,Innsbruck,user1180@example.com
1181,2025-05-23,Platinum,62,M,Villach,user1181@example.com
1182,2025-05-03,None,51,F,Bregenz,user1182@example.com
1183,2023-11-12,Silver,26,M,Graz,user1183@example.com
1184,2025-06-12,Gold,41,M,Vienna,user1184@example.com
1185,2023-10-21,None,25,F,Bregenz,user1185@example.com
1186,2023-10-04,Gold,24,F,Bregenz,user1186@example.com
1187,2025-07-26,Silver,53,F,Villach,user1187@example.com
1188,2025-06-13,None,35,F,Salzburg,user1188@example.com
1189,2024-11-15,None,20,F,Salzburg,user1189@example.com
1190,2024-11-13,Silver,45,M,Graz,user1190@example.com
1191,2025-02-21,None,23,M,Innsbruck,user1191@example.com
1192,2024-07-22,Silver,61,F,Salzburg,user1192@example.com
1193,2023-12-14,None,61,F,Villach,user1193@example.com
1194,2023-10-06,Silver,38,F,Salzburg,user1194@example.com
1195,2024-05-15,None,45,M,Innsbruck,user1195@example.com
1196,2025-04-29,Gold,57,F,Vienna,user1196@example.com
1197,2024-12-16,Platinum,71,M,Salzburg,user1197@example.com
1198,2025-05-22,Platinum,71,F,Villach,user1198@example.com
1199,2025-07-25,Silver,18,F,Linz,user1199@example.com
1200,2023-11-24,None,53,M,Villach,user1200@example.com
1201,2025-05-31,Gold,38,M,Klagenfurt,user1201@example.com
1202,2024-03-17,None,60,F,Klagenfurt,user1202@example.com
1203,2024-11-25,None,52,F,Salzburg,user1203@example.com
1204,2024-10-08,None,30,Other,Vienna,user1204@example.com
1205,2024-07-06,Silver,74,F,Bregenz,user1205@example.com
1206,2024-05-05,Gold,66,M,Vienna,user1206@example.com
1207,2024-05-26,Silver,71,F,Villach,user1207@example.com
1208,2024-05-21,Silver,71,M,Graz,user1208@example.com
1209,2024-01-22,None,27,M,Linz,user1209@example.com
1210,2024-09-28,Platinum,70,F,Vienna,user1210@example.com
1211,2023-12-13,Silver,61,M,Innsbruck,user1211@example.com
1212,2024-09-28,Silver,64,F,Villach,user1212@example.com
1213,2025-07-15,None,70,F,Linz,user1213@example.com
1214,2024-06-02,Gold,27,M,Klagenfurt,user1214@example.com
1215,2025-03-06,Silver,63,F,Villach,user1215@example.com
1216,2025-05-12,None,30,M,Linz,user1216@example.com
1217,2025-05-09,None,54,F,Innsbruck,user1217@example.com
1218,2024-03-11,Silver,55,F,Salzburg,user1218@example.com
1219,2024-01-06,Silver,41,F,Innsbruck,user1219@example.com
1220,2024-02-12,None,19,F,Innsbruck,user1220@example.com
1221,2024-12-04,Platinum,39,F,Salzburg,user1221@example.com
1222,2025-03-30,None,34,M,Salzburg,user1222@example.com
1223,2025-01-12,Silver,53,M,Salzburg,user1223@example.com
1224,2024-01-28,Gold,31,M,Salzburg,user1224@example.com
1225,2025-04-08,Silver,27,F,Salzburg,user1225@example.com
1226,2024-09-16,Silver,52,F,Innsbruck,user1226@example.com
1227,2025-03-26,None,42,F,Graz,user1227@example.com
1228,2025-03-30,None,20,F,Graz,user1228@example.com
1229,2024-08-14,Platinum,64,F,Villach,user1229@example.com
1230,2025-07-28,Silver,55,F,Vienna,user1230@example.com
1231,2024-11-07,Gold,34,F,Graz,user1231@example.com
1232,2024-12-29,None,29,M,Klagenfurt,user1232@example.com
1233,2024-12-21,None,71,F,Graz,user1233@example.com
1234,2025-06-14,None,69,F,Innsbruck,user1234@example.com
1235,2024-12-23,Silver,41,F,Salzburg,user1235@example.com
1236,2024-01-09,None,46,F,Villach,user1236@example.com
1237,2023-11-09,Gold,60,M,Salzburg,user1237@example.com
1238,2024-08-09,Silver,42,F,Bregenz,user1238@example.com
1239,2024-04-29,Platinum,53,F,Bregenz,user1239@example.com
1240,2024-04-09,None,43,F,Bregenz,user1240@example.com
1241,2023-11-01,Gold,55,F,Innsbruck,user1241@example.com
1242,2024-09-26,Gold,18,F,Klagenfurt,user1242@example.com
1243,2024-05-05,Gold,37,M,Graz,user1243@example.com
1244,2024-08-16,Gold,72,M,Innsbruck,user1244@example.com
1245,2023-11-01,Gold,45,M,Vienna,user1245@example.com
1246,2025-05-21,Silver,33,F,Villach,user1246@example.com
1247,2023-11-16,None,64,M,Salzburg,user1247@example.com
1248,2025-06-14,None,34,M,Bregenz,user1248@example.com
1249,2025-06-08,Gold,57,F,Linz,user1249@example.com
1250,2024-12-14,Silver,45,M,Vienna,user1250@example.com
1251,2024-09-26,Gold,29,F,Bregenz,user1251@example.com
1252,2024-08-24,Silver,44,F,Klagenfurt,user1252@example.com
1253,2024-10-30,None,71,M,Vienna,user1253@example.com
1254,2025-04-22,None,70,F,Innsbruck,user1254@example.com
1255,2025-07-07,Silver,59,M,Graz,user1255@example.com
1256,2024-08-15,Silver,64,F,Salzburg,user1256@example.com
1257,2025-05-05,None,47,M,Villach,user1257@example.com
1258,2025-01-10,Silver,58,M,Klagenfurt,user1258@example.com
1259,2024-05-13,None,51,M,Klagenfurt,user1259@example.com
1260,2024-09-03,Silver,54,F,Linz,user1260@example.com
1261,2024-01-09,None,23,F,Vienna,user1261@example.com
1262,2023-11-05,Gold,24,F,Linz,user1262@example.com
1263,2023-12-05,None,49,F,Graz,user1263@example.com
1264,2025-07-10,Silver,49,F,Bregenz,user1264@example.com
1265,2024-05-29,None,70,M,Graz,user1265@example.com
1266,2025-02-24,None,42,M,Bregenz,user1266@example.com
1267,2024-09-24,None,50,Other,Linz,user1267@example.com
1268,2024-01-25,Silver,72,F,Salzburg,user1268@example.com
1269,2024-03-20,Silver,24,F,Graz,user1269@example.com
1270,2024-08-06,None,69,F,Linz,user1270@example.com
1271,2024-08-07,Silver,74,M,Vienna,user1271@example.com
1272,2024-10-07,Gold,29,M,Linz,user1272@example.com
1273,2024-01-15,Gold,33,M,Linz,user1273@example.com
1274,2024-06-19,None,33,M,Innsbruck,user1274@example.com
1275,2024-04-15,Silver,60,M,Graz,user1275@example.com
1276,2024-07-16,None,70,F,Villach,user1276@example.com
1277,2024-05-25,None,53,F,Salzburg,user1277@example.com
1278,2024-12-01,Platinum,30,M,Salzburg,user1278@example.com
1279,2025-04-20,None,24,F,Innsbruck,user1279@example.com
1280,2025-01-06,Silver,53,F,Bregenz,user1280@example.com
1281,2023-11-08,Silver,64,M,Klagenfurt,user1281@example.com
1282,2023-11-29,Silver,68,M,Bregenz,user1282@example.com
1283,2025-01-29,Silver,26,M,Salzburg,user1283@example.com
1284,2024-04-15,None,49,M,Linz,user1284@example.com
1285,2025-03-03,None,28,M,Innsbruck,user1285@example.com
1286,2025-01-13,Silver,25,F,Vienna,user1286@example.com
1287,2025-07-15,None,50,F,Graz,user1287@example.com
1288,2025-06-21,None,40,M,Graz,user1288@example.com
1289,2024-05-22,None,42,M,Villach,user1289@example.com
1290,2024-11-20,None,73,F,Graz,user1290@example.com
1291,2024-01-02,None,25,M,Linz,user1291@example.com
1292,2024-06-03,None,62,F,Vienna,user1292@example.com
1293,2025-08-29,Silver,39,F,Innsbruck,user1293@example.com
1294,2025-02-13,Silver,21,M,Innsbruck,user1294@example.com
1295,2024-07-03,Gold,57,F,Graz,user1295@example.com
1296,2024-11-29,None,20,F,Vienna,user1296@example.com
1297,2025-08-07,None,46,F,Vienna,user1297@example.com
1298,2024-05-04,None,58,M,Vienna,user1298@example.com
1299,2024-06-22,Silver,46,F,Salzburg,user1299@example.com
1300,2025-04-22,Silver,51,M,Salzburg,user1300@example.com
1301,2025-05-08,None,51,M,Graz,user1301@example.com
1302,2025-01-23,Gold,45,F,Vienna,user1302@example.com
1303,2025-05-19,None,30,M,Klagenfurt,user1303@example.com
1304,2025-03-14,Silver,32,F,Vienna,user1304@example.com
1305,2025-02-03,Silver,40,M,Innsbruck,user1305@example.com
1306,2024-10-10,Gold,61,M,Innsbruck,user1306@example.com
1307,2025-01-05,Silver,43,M,Graz,user1307@example.com
1308,2024-07-26,Gold,21,F,Klagenfurt,user1308@example.com
1309,2024-06-11,None,43,F,Vienna,user1309@example.com
1310,2024-06-12,Gold,57,F,Bregenz,user1310@example.com
1311,2024-01-30,None,26,F,Klagenfurt,user1311@example.com
1312,2024-02-24,Gold,72,M,Villach,user1312@example.com
1313,2025-08-14,Silver,22,F,Graz,user1313@example.com
1314,2024-09-10,Gold,73,M,Innsbruck,user1314@example.com
1315,2024-03-04,Silver,49,F,Bregenz,user1315@example.com
1316,2023-12-30,Silver,37,F,Innsbruck,user1316@example.com
1317,2023-11-16,Silver,67,M,Salzburg,user1317@example.com
1318,2025-05-31,Silver,28,F,Graz,user1318@example.com
1319,2023-12-04,None,32,M,Graz,user1319@example.com
1320,2025-04-07,None,49,M,Vienna,user1320@example.com
1321,2025-05-24,None,45,M,Vienna,user1321@example.com
1322,2025-06-28,None,39,F,Salzburg,user1322@example.com
1323,2023-10-18,Gold,58,M,Bregenz,user1323@example.com
1324,2024-05-24,None,34,M,Villach,user1324@example.com
1325,2025-04-03,Platinum,43,M,Linz,user1325@example.com
1326,2023-12-25,None,61,F,Klagenfurt,user1326@example.com
1327,2024-06-22,None,24,M,Linz,user1327@example.com
1328,2024-01-17,Gold,59,M,Linz,user1328@example.com
1329,2025-05-21,Silver,74,M,Graz,user1329@example.com
1330,2025-04-07,Silver,43,F,Klagenfurt,user1330@example.com
1331,2025-05-05,Silver,42,F,Graz,user1331@example.com
1332,2024-01-20,Silver,27,M,Villach,user1332@example.com
1333,2024-08-06,None,62,F,Klagenfurt,user1333@example.com
1334,2024-07-17,Platinum,36,M,Innsbruck,user1334@example.com
1335,2025-01-28,Platinum,28,F,Graz,user1335@example.com
1336,2024-03-12,Silver,30,M,Graz,user1336@example.com
1337,2024-08-11,None,70,F,Graz,user1337@example.com
1338,2024-04-16,Silver,25,F,Bregenz,user1338@example.com
1339,2025-03-21,None,57,M,Salzburg,user1339@example.com
1340,2024-08-14,None,21,M,Graz,user1340@example.com
1341,2024-10-15,None,64,M,Villach,user1341@example.com
1342,2024-05-04,Silver,48,F,Vienna,user1342@example.com
1343,2025-05-04,Gold,45,M,Vienna,user1343@example.com
1344,2024-08-29,Silver,28,M,Klagenfurt,user1344@example.com
1345,2025-05-24,Silver,60,M,Innsbruck,user1345@example.com
1346,2024-06-16,Silver,18,F,Salzburg,user1346@example.com
1347,2025-08-14,None,66,M,Bregenz,user1347@example.com
1348,2025-09-10,None,64,M,Klagenfurt,user1348@example.com
1349,2024-08-23,Platinum,69,Other,Vienna,user1349@example.com
1350,2024-04-14,None,55,F,Salzburg,user1350@example.com
1351,2024-06-26,Gold,41,M,Salzburg,user1351@example.com
1352,2024-10-11,Silver,71,M,Innsbruck,user1352@example.com
1353,2025-08-28,Silver,74,F,Villach,user1353@example.com
1354,2025-05-10,Silver,64,F,Salzburg,user1354@example.com
1355,2025-04-29,Silver,48,F,Graz,user1355@example.com
1356,2023-12-31,Gold,58,F,Salzburg,user1356@example.com
1357,2024-03-22,Gold,63,F,Innsbruck,user1357@example.com
1358,2025-01-02,Silver,67,M,Klagenfurt,user1358@example.com
1359,2025-06-21,None,43,M,Innsbruck,user1359@example.com
1360,2024-10-30,Silver,66,M,Bregenz,user1360@example.com
1361,2023-12-05,Gold,67,M,Innsbruck,user1361@example.com
1362,2025-06-01,None,22,F,Vienna,user1362@example.com
1363,2025-06-05,Silver,37,F,Graz,user1363@example.com
1364,2024-04-16,Silver,69,M,Villach,user1364@example.com
1365,2025-04-01,Silver,58,F,Vienna,user1365@example.com
1366,2024-04-07,None,28,F,Klagenfurt,user1366@example.com
1367,2025-07-14,Silver,73,F,Linz,user1367@example.com
1368,2024-01-06,Gold,71,F,Klagenfurt,user1368@example.com
1369,2024-08-06,None,50,M,Graz,user1369@example.com
1370,2025-08-13,None,67,F,Salzburg,user1370@example.com
1371,2024-03-01,Platinum,55,F,Innsbruck,user1371@example.com
1372,2024-08-16,None,44,F,Linz,user1372@example.com
1373,2024-06-02,Gold,51,M,Graz,user1373@example.com
1374,2023-10-10,Silver,32,F,Vienna,user1374@example.com
1375,2023-10-29,None,49,M,Innsbruck,user1375@example.com
1376,2024-09-22,Gold,38,F,Klagenfurt,user1376@example.com
1377,2024-03-11,Silver,63,F,Vienna,user1377@example.com
1378,2025-09-17,Silver,22,F,Graz,user1378@example.com
1379,2024-06-21,None,23,F,Graz,user1379@example.com
1380,2023-10-11,Silver,55,F,Klagenfurt,user1380@example.com
1381,2025-08-02,None,39,F,Linz,user1381@example.com
1382,2025-05-27,None,35,M,Klagenfurt,user1382@example.com
1383,2025-01-08,Platinum,31,F,Salzburg,user1383@example.com
1384,2025-04-22,None,27,M,Vienna,user1384@example.com
1385,2023-12-30,Silver,63,F,Linz,user1385@example.com
1386,2024-04-17,None,30,F,Innsbruck,user1386@example.com
1387,2025-05-20,Gold,48,F,Bregenz,user1387@example.com
1388,2025-02-11,None,47,M,Salzburg,user1388@example.com
1389,2023-12-31,Platinum,20,F,Linz,user1389@example.com
1390,2025-02-18,Silver,47,F,Bregenz,user1390@example.com
1391,2024-08-14,None,23,F,Bregenz,user1391@example.com
1392,2023-09-24,None,46,F,Vienna,user1392@example.com
1393,2023-11-17,None,25,F,Graz,user1393@example.com
1394,2024-03-26,Silver,61,M,Innsbruck,user1394@example.com
1395,2025-05-24,None,62,F,Klagenfurt,user1395@example.com
1396,2024-10-26,Gold,60,F,Vienna,user1396@example.com
1397,2025-03-06,Silver,61,M,Salzburg,user1397@example.com
1398,2024-10-11,None,50,F,Villach,user1398@example.com
1399,2023-12-11,Silver,34,F,Bregenz,user1399@example.com
1400,2024-04-18,Silver,65,F,Salzburg,user1400@example.com
1401,2024-04-28,None,28,M,Bregenz,user1401@example.com
1402,2023-10-25,None,30,F,Graz,user1402@example.com
1403,2024-07-24,None,67,F,Villach,user1403@example.com
1404,2025-04-24,Silver,28,F,Graz,user1404@example.com
1405,2024-08-20,Silver,48,M,Innsbruck,user1405@example.com
1406,2023-12-11,Silver,45,F,Klagenfurt,user1406@example.com
1407,2025-07-14,Gold,61,M,Innsbruck,user1407@example.com
1408,2024-11-30,Gold,23,M,Graz,user1408@example.com
1409,2023-10-03,Silver,58,M,Graz,user1409@example.com
1410,2024-10-02,Gold,33,F,Salzburg,user1410@example.com
1411,2024-03-16,None,21,F,Graz,user1411@example.com
1412,2024-01-04,None,52,F,Villach,user1412@example.com
1413,2024-07-31,None,65,F,Villach,user1413@example.com
1414,2024-12-14,None,73,F,Linz,user1414@example.com
1415,2024-03-15,Silver,43,M,Bregenz,user1415@example.com
1416,2024-07-21,Gold,74,F,Vienna,user1416@example.com
1417,2025-01-19,None,29,F,Graz,user1417@example.com
1418,2023-11-22,None,28,M,Innsbruck,user1418@example.com
1419,2025-09-03,Silver,54,M,Klagenfurt,user1419@example.com
1420,2023-11-09,Gold,42,F,Bregenz,user1420@example.com
1421,2024-10-10,None,35,M,Bregenz,user1421@example.com
1422,2024-09-26,Silver,36,F,Klagenfurt,user1422@example.com
1423,2025-09-13,None,40,M,Klagenfurt,user1423@example.com
1424,2024-10-30,None,72,M,Bregenz,user1424@example.com
1425,2024-07-02,Platinum,55,M,Linz,user1425@example.com
